rank_overall,rank_in_order,Common name,Order,Family,Abundance estimate,Scientific name,normalized_sci_name,species_code,sum_abundance_mean,first_abundance
355,69,Heermann's Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",7532047,Larus heermanni,larusheermanni,heegul,0.0222,2e-4
356,171,Kentucky Warbler,Passeriformes,Parulidae (New World Warblers),7293681,Geothlypis formosa,geothlypisformosa,kenwar,0.0697,0.0315
357,41,Mute Swan,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",7234055,Cygnus olor,cygnusolor,mutswa,0.0149,0.0029
358,5,Purple Gallinule,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",7016619,Porphyrio martinica,porphyriomartinica,purgal2,0.0046,0.0025
359,42,Trumpeter Swan,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",6978643,Cygnus buccinator,cygnusbuccinator,truswa,0.1462,0.0104
360,172,Violet-green Swallow,Passeriformes,Hirundinidae (Swallows),6975682,Tachycineta thalassina,tachycinetathalassina,vigswa,0.6204999999999999,0.2563
361,173,Black Phoebe,Passeriformes,Tyrannidae (Tyrant Flycatchers),6924247,Sayornis nigricans,sayornisnigricans,blkpho,0.11220000000000001,0.0286
362,174,Bewick's Wren,Passeriformes,Troglodytidae (Wrens),6782773,Thryomanes bewickii,thryomanesbewickii,bewwre,0.4193,0.1217
363,70,Rock Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),6777985,Calidris ptilocnemis,calidrisptilocnemis,rocsan,0.0619,0.0256
364,10,Common Pauraque,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),6755440,Nyctidromus albicollis,nyctidromusalbicollis,compau,0.0053,0.0053
365,175,Bushtit,Passeriformes,Aegithalidae (Long-tailed Tits),6581135,Psaltriparus minimus,psaltriparusminimus,bushti,0.2071,0.2071
366,71,Long-billed Curlew,Charadriiformes,Scolopacidae (Sandpipers and Allies),6542898,Numenius americanus,numeniusamericanus,lobcur,0.0935,0.0224
367,43,Muscovy Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",6489593,Cairina moschata,cairinamoschata,musduc,9e-4,9e-4
368,5,Rock Ptarmigan,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",6439782,Lagopus muta,lagopusmuta,rocpta1,0.0302,0.0302
369,6,Limpkin,Gruiformes,Aramidae (Limpkin),6346144,Aramus guarauna,aramusguarauna,limpki,0.0031,0.0031
370,176,Clay-colored Thrush,Passeriformes,Turdidae (Thrushes and Allies),6243734,Turdus grayi,turdusgrayi,clcrob,0,0
371,177,Lazuli Bunting,Passeriformes,Cardinalidae (Cardinals and Allies),6239614,Passerina amoena,passerinaamoena,lazbun,0.2318,0.1017
372,9,Band-tailed Pigeon,Columbiformes,Columbidae (Pigeons and Doves),6237151,Patagioenas fasciata,patagioenasfasciata,batpig1,0.1464,0.0281
373,178,Scarlet Tanager,Passeriformes,Cardinalidae (Cardinals and Allies),6226423,Piranga olivacea,pirangaolivacea,scatan,0.1247,0.0647
374,72,Pigeon Guillemot,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",6216984,Cepphus columba,cepphuscolumba,piggui,0.0465,0.023
375,73,Surfbird,Charadriiformes,Scolopacidae (Sandpipers and Allies),6181048,Calidris virgata,calidrisvirgata,surfbi,0.012400000000000001,0.0023
376,6,Gray Partridge,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",6160293,Perdix perdix,perdixperdix,grypar,0.0217,0.0217
377,179,Hermit Warbler,Passeriformes,Parulidae (New World Warblers),6158384,Setophaga occidentalis,setophagaoccidentalis,herwar,0.028499999999999998,0.0132
378,180,Scott's Oriole,Passeriformes,Icteridae (Troupials and Allies),6148447,Icterus parisorum,icterusparisorum,scoori,0.0179,0.0108
379,6,Least Grebe,Podicipediformes,Podicipedidae (Grebes),6092705,Tachybaptus dominicus,tachybaptusdominicus,leagre,8e-4,8e-4
380,181,Harris's Sparrow,Passeriformes,Passerellidae (New World Sparrows),6064246,Zonotrichia querula,zonotrichiaquerula,harspa,0.2753,0.1083
381,5,Red-shouldered Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",5882135,Buteo lineatus,buteolineatus,reshaw,0.42039999999999994,0.0847
382,182,Nelson's Sparrow,Passeriformes,Passerellidae (New World Sparrows),5880042,Ammospiza nelsoni,ammospizanelsoni,nstspa,0.0048,0.0026
383,3,Anhinga,Suliformes,Anhingidae (Anhingas),5806595,Anhinga anhinga,anhingaanhinga,anhing,0.0993,0.0267
384,7,Yellow Rail,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",5582458,Coturnicops noveboracensis,coturnicopsnoveboracensis,yelrai,5e-4,5e-4
385,74,Buff-breasted Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),5562796,Calidris subruficollis,calidrissubruficollis,bubsan,0.0146,6e-4
386,183,Mountain Chickadee,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",5544478,Poecile gambeli,poecilegambeli,mouchi,0.2251,0.2251
387,184,Willow Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),5535271,Empidonax traillii,empidonaxtraillii,wilfly,0.1915,0.0822
388,7,Gila Woodpecker,Piciformes,Picidae (Woodpeckers),5532502,Melanerpes uropygialis,melanerpesuropygialis,gilwoo,0.0157,0.0157
389,11,Lesser Nighthawk,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),5490142,Chordeiles acutipennis,chordeilesacutipennis,lesnig,0.1026,0.0594
390,4,Snowy Owl,Strigiformes,Strigidae (Owls),5488581,Bubo scandiacus,buboscandiacus,snoowl1,0.005,7e-4
391,185,Western Wood-Pewee,Passeriformes,Tyrannidae (Tyrant Flycatchers),5478070,Contopus sordidulus,contopussordidulus,wewpew,0.2971,0.1614
392,1,Ringed Kingfisher,Coraciiformes,Alcedinidae (Kingfishers),5369424,Megaceryle torquata,megaceryletorquata,rinkin1,0,0
393,10,Inca Dove,Columbiformes,Columbidae (Pigeons and Doves),5362430,Columbina inca,columbinainca,incdov,0.0024,0.0024
394,186,Bullock's Oriole,Passeriformes,Icteridae (Troupials and Allies),5303019,Icterus bullockii,icterusbullockii,bulori,0.2525,0.1276
395,5,Turquoise-fronted Parrot,Psittaciformes,Psittacidae (New World and African Parrots),5249803,Amazona aestiva,amazonaaestiva,bufpar,0,0
396,187,Green-tailed Towhee,Passeriformes,Passerellidae (New World Sparrows),5241348,Pipilo chlorurus,pipilochlorurus,gnttow,0.1424,0.049
397,44,Gadwall,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",5236891,Mareca strepera,marecastrepera,gadwal,1.4494,0.1481
398,2,Green Kingfisher,Coraciiformes,Alcedinidae (Kingfishers),5174481,Chloroceryle americana,chloroceryleamericana,grnkin,1e-4,1e-4
399,6,Swallow-tailed Kite,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",5152176,Elanoides forficatus,elanoidesforficatus,swtkit,0.019499999999999997,0.011
400,75,Black Turnstone,Charadriiformes,Scolopacidae (Sandpipers and Allies),5139876,Arenaria melanocephala,arenariamelanocephala,blktur,0.031100000000000003,0.0048
401,188,Olive Sparrow,Passeriformes,Passerellidae (New World Sparrows),5105250,Arremonops rufivirgatus,arremonopsrufivirgatus,olispa,0.0098,0.0098
402,189,Yellow-green Vireo,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",5082372,Vireo flavoviridis,vireoflavoviridis,yegvir,0,0
403,11,White-crowned Pigeon,Columbiformes,Columbidae (Pigeons and Doves),5049053,Patagioenas leucocephala,patagioenasleucocephala,whcpig2,5e-4,5e-4
404,190,Japanese Bush Warbler,Passeriformes,Scotocercidae (Bush Warblers and Allies),4947973,Horornis diphone,horornisdiphone,jabwar,0.0017000000000000001,7e-4
405,3,Groove-billed Ani,Cuculiformes,Cuculidae (Cuckoos),4881713,Crotophaga sulcirostris,crotophagasulcirostris,grbani,0.0027,0.0016
406,7,Wild Turkey,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",4856974,Meleagris gallopavo,meleagrisgallopavo,wiltur,0.76,0.76
407,12,Calliope Hummingbird,Caprimulgiformes,Trochilidae (Hummingbirds),4706963,Selasphorus calliope,selasphoruscalliope,calhum,0.0098,0.0049
408,191,Worm-eating Warbler,Passeriformes,Parulidae (New World Warblers),4680213,Helmitheros vermivorum,helmitherosvermivorum,woewar1,0.035,0.0143
409,5,Ferruginous Pygmy-Owl,Strigiformes,Strigidae (Owls),4650623,Glaucidium brasilianum,glaucidiumbrasilianum,fepowl,1e-4,1e-4
410,4,Merlin,Falconiformes,Falconidae (Falcons and Caracaras),4593576,Falco columbarius,falcocolumbarius,merlin,0.0637,0.0073
411,6,Barred Owl,Strigiformes,Strigidae (Owls),4545770,Strix varia,strixvaria,brdowl,0.1187,0.1187
412,192,Rose-breasted Grosbeak,Passeriformes,Cardinalidae (Cardinals and Allies),4414476,Pheucticus ludovicianus,pheucticusludovicianus,robgro,0.2518,0.0783
413,7,Harris's Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",4366752,Parabuteo unicinctus,parabuteounicinctus,hrshaw,0.0065,0.0065
414,8,Sora,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",4327692,Porzana carolina,porzanacarolina,sora,0.06130000000000001,0.0241
415,193,Pyrrhuloxia,Passeriformes,Cardinalidae (Cardinals and Allies),4293067,Cardinalis sinuatus,cardinalissinuatus,pyrrhu,0.038,0.038
416,194,Evening Grosbeak,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",4277167,Coccothraustes vespertinus,coccothraustesvespertinus,evegro,0.15510000000000002,0.0305
417,8,Scaled Quail,Galliformes,Odontophoridae (New World Quail),4151483,Callipepla squamata,callipeplasquamata,scaqua,0.067,0.067
418,195,Dusky Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),4140067,Empidonax oberholseri,empidonaxoberholseri,dusfly,0.11460000000000001,0.0498
419,76,Upland Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),4132828,Bartramia longicauda,bartramialongicauda,uplsan,0.1256,0.0533
420,7,Barn Owl,Strigiformes,Tytonidae (Barn-Owls),4114807,Tyto alba,tytoalba,brnowl,0.0232,0.0232
421,8,Swainson's Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",4099774,Buteo swainsoni,buteoswainsoni,swahaw,0.1961,0.0644
422,196,Marsh Wren,Passeriformes,Troglodytidae (Wrens),4047960,Cistothorus palustris,cistothoruspalustris,marwre,0.16699999999999998,0.068
423,197,Curve-billed Thrasher,Passeriformes,Mimidae (Mockingbirds and Thrashers),4031035,Toxostoma curvirostre,toxostomacurvirostre,cubthr,0.0273,0.0273
424,198,Plumbeous Vireo,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",4009486,Vireo plumbeus,vireoplumbeus,plsvir,0.0476,0.023
425,13,Costa's Hummingbird,Caprimulgiformes,Trochilidae (Hummingbirds),3995787,Calypte costae,calyptecostae,coshum,0.0204,0.0095
426,199,Rock Wren,Passeriformes,Troglodytidae (Wrens),3878990,Salpinctes obsoletus,salpinctesobsoletus,rocwre,0.1919,0.0713
427,5,Yellow-billed Loon,Gaviiformes,Gaviidae (Loons),3874597,Gavia adamsii,gaviaadamsii,yebloo,0.0038,0.0016
428,14,White-throated Swift,Caprimulgiformes,Apodidae (Swifts),3815132,Aeronautes saxatalis,aeronautessaxatalis,whtswi,0.1557,0.0541
429,200,Prothonotary Warbler,Passeriformes,Parulidae (New World Warblers),3813720,Protonotaria citrea,protonotariacitrea,prowar,0.0734,0.0427
430,9,Gambel's Quail,Galliformes,Odontophoridae (New World Quail),3749875,Callipepla gambelii,callipeplagambelii,gamqua,0.117,0.117
431,201,Morelet's Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),3736084,Sporophila morelleti,sporophilamorelleti,whcsee1,0,0
432,3,Belted Kingfisher,Coraciiformes,Alcedinidae (Kingfishers),3699839,Megaceryle alcyon,megacerylealcyon,belkin1,0.2199,0.0433
433,202,McCown's Longspur,Passeriformes,Calcariidae (Longspurs and Snow Buntings),3684463,Rhynchophanes mccownii,rhynchophanesmccownii,mcclon,0.06709999999999999,0.0166
434,16,Reddish Egret,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",3679346,Egretta rufescens,egrettarufescens,redegr,0.0019,0.0019
435,203,Hepatic Tanager,Passeriformes,Cardinalidae (Cardinals and Allies),3661051,Piranga flava,pirangaflava,heptan,0.0051,0.0028
436,204,Grace's Warbler,Passeriformes,Parulidae (New World Warblers),3655458,Setophaga graciae,setophagagraciae,grawar,0.0089,0.0053
437,205,Sulphur-bellied Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),3575716,Myiodynastes luteiventris,myiodynastesluteiventris,subfly,1e-4,1e-4
438,206,Wrentit,Passeriformes,"Paradoxornithidae (Parrotbills, Wrentit, and Allies)",3562711,Chamaea fasciata,chamaeafasciata,wrenti,0.0179,0.0179
439,207,Canada Warbler,Passeriformes,Parulidae (New World Warblers),3538974,Cardellina canadensis,cardellinacanadensis,canwar,0.0332,0.0115
440,9,Golden Eagle,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",3515253,Aquila chrysaetos,aquilachrysaetos,goleag,0.1821,0.0244
441,45,Mexican Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",3510962,Anas diazi,anasdiazi,mexduc,6e-4,6e-4
442,10,Rough-legged Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",3443191,Buteo lagopus,buteolagopus,rolhaw,0.1237,0.0036
443,208,American Pipit,Passeriformes,Motacillidae (Wagtails and Pipits),3363022,Anthus rubescens,anthusrubescens,amepip,0.8530000000000001,0.0713
444,77,Piping Plover,Charadriiformes,Charadriidae (Plovers and Lapwings),3324328,Charadrius melodus,charadriusmelodus,pipplo,0.004,0.0011
445,209,Steller's Jay,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",3306513,Cyanocitta stelleri,cyanocittastelleri,stejay,0.1284,0.1284
446,210,Baird's Sparrow,Passeriformes,Passerellidae (New World Sparrows),3282848,Centronyx bairdii,centronyxbairdii,baispa,0.013900000000000001,0.0137
447,211,Oak Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",3278135,Baeolophus inornatus,baeolophusinornatus,oaktit,0.0189,0.0189
448,46,Mottled Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",3266033,Anas fulvigula,anasfulvigula,motduc,0.0149,0.0149
449,212,Acadian Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),3205261,Empidonax virescens,empidonaxvirescens,acafly,0.1575,0.1081
450,78,Marbled Murrelet,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",3152711,Brachyramphus marmoratus,brachyramphusmarmoratus,marmur,0.0883,0.0263
451,213,Townsend's Solitaire,Passeriformes,Turdidae (Thrushes and Allies),3121872,Myadestes townsendi,myadestestownsendi,towsol,0.2153,0.0217
452,8,Pileated Woodpecker,Piciformes,Picidae (Woodpeckers),3047091,Dryocopus pileatus,dryocopuspileatus,pilwoo,0.2252,0.2252
453,11,Northern Harrier,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",2986142,Circus hudsonius,circushudsonius,norhar2,0.4072,0.0505
454,214,Olive-sided Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),2977451,Contopus cooperi,contopuscooperi,olsfly,0.0878,0.035
455,215,Northern Shrike,Passeriformes,Laniidae (Shrikes),2974395,Lanius borealis,laniusborealis,norshr4,0.0567,0.0057
456,216,Cassin's Sparrow,Passeriformes,Passerellidae (New World Sparrows),2929118,Peucaea cassinii,peucaeacassinii,casspa,0.1447,0.069
457,47,Ross's Goose,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",2919586,Anser rossii,anserrossii,rosgoo,0.3052,0.1532
458,79,Bristle-thighed Curlew,Charadriiformes,Scolopacidae (Sandpipers and Allies),2914513,Numenius tahitiensis,numeniustahitiensis,brtcur,0.0022,0.0022
459,12,Red-billed Pigeon,Columbiformes,Columbidae (Pigeons and Doves),2872718,Patagioenas flavirostris,patagioenasflavirostris,rebpig1,0,0
460,217,Cassin's Vireo,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",2713318,Vireo cassinii,vireocassinii,casvir,0.055900000000000005,0.0218
461,12,Cooper's Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",2701765,Accipiter cooperii,accipitercooperii,coohaw,0.1548,0.0216
462,218,Boat-tailed Grackle,Passeriformes,Icteridae (Troupials and Allies),2686351,Quiscalus major,quiscalusmajor,botgra,0.1136,0.1136
463,48,Steller's Eider,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",2675130,Polysticta stelleri,polystictastelleri,steeid,0.0092,3e-4
464,13,Osprey,Accipitriformes,Pandionidae (Osprey),2657166,Pandion haliaetus,pandionhaliaetus,osprey,0.07339999999999999,0.0235
465,80,Aleutian Tern,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",2652093,Onychoprion aleuticus,onychoprionaleuticus,aleter1,0.0031,0.0017
466,219,Cactus Wren,Passeriformes,Troglodytidae (Wrens),2577408,Campylorhynchus brunneicapillus,campylorhynchusbrunneicapillus,cacwre,0.0429,0.0429
467,220,Sprague's Pipit,Passeriformes,Motacillidae (Wagtails and Pipits),2528589,Anthus spragueii,anthusspragueii,sprpip,0.0169,0.0106
468,221,Connecticut Warbler,Passeriformes,Parulidae (New World Warblers),2526427,Oporornis agilis,oporornisagilis,conwar,0.0018999999999999998,3e-4
469,222,Sagebrush Sparrow,Passeriformes,Passerellidae (New World Sparrows),2521200,Artemisiospiza nevadensis,artemisiospizanevadensis,sagspa1,0.0566,0.0136
470,223,Black-tailed Gnatcatcher,Passeriformes,Polioptilidae (Gnatcatchers),2507969,Polioptila melanura,polioptilamelanura,bktgna,0.0319,0.0319
471,81,Black Oystercatcher,Charadriiformes,Haematopodidae (Oystercatchers),2475260,Haematopus bachmani,haematopusbachmani,blkoys,0.0097,0.0035
472,224,Brown-headed Nuthatch,Passeriformes,Sittidae (Nuthatches),2468792,Sitta pusilla,sittapusilla,bnhnut,0.0455,0.0455
473,10,Northern Bobwhite,Galliformes,Odontophoridae (New World Quail),2466028,Colinus virginianus,colinusvirginianus,norbob,0.1834,0.1834
474,9,Acorn Woodpecker,Piciformes,Picidae (Woodpeckers),2462650,Melanerpes formicivorus,melanerpesformicivorus,acowoo,0.0365,0.0365
475,225,Northern Beardless-Tyrannulet,Passeriformes,Tyrannidae (Tyrant Flycatchers),2430583,Camptostoma imberbe,camptostomaimberbe,nobtyr,0.0012,7e-4
476,226,Couch's Kingbird,Passeriformes,Tyrannidae (Tyrant Flycatchers),2322121,Tyrannus couchii,tyrannuscouchii,coukin,0.0083,0.0083
477,227,Yellow-eyed Junco,Passeriformes,Passerellidae (New World Sparrows),2272404,Junco phaeonotus,juncophaeonotus,yeejun,5e-4,5e-4
478,11,Plain Chachalaca,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",2243214,Ortalis vetula,ortalisvetula,placha,1e-4,1e-4
479,10,Nuttall's Woodpecker,Piciformes,Picidae (Woodpeckers),2218314,Dryobates nuttallii,dryobatesnuttallii,nutwoo,0.0118,0.0118
480,14,Gray Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",2197816,Buteo plagiatus,buteoplagiatus,gryhaw2,0.0011,7e-4
481,15,Vaux's Swift,Caprimulgiformes,Apodidae (Swifts),2170104,Chaetura vauxi,chaeturavauxi,vauswi,0.1121,0.0152
482,228,Black-crested Titmouse,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",2150823,Baeolophus atricristatus,baeolophusatricristatus,blctit4,0.0375,0.0375
483,17,Least Bittern,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",2137610,Ixobrychus exilis,ixobrychusexilis,leabit,0.0058,0.0029
484,229,Gray Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),2100522,Empidonax wrightii,empidonaxwrightii,gryfly,0.0591,0.0173
485,230,Cordilleran Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),2094536,Empidonax occidentalis,empidonaxoccidentalis,corfly,0.0295,0.0225
486,5,Aplomado Falcon,Falconiformes,Falconidae (Falcons and Caracaras),2012090,Falco femoralis,falcofemoralis,aplfal,0,0
487,231,Rose-throated Becard,Passeriformes,Tityridae (Tityras and Allies),1978747,Pachyramphus aglaiae,pachyramphusaglaiae,rotbec,0,0
488,232,Lawrence's Goldfinch,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",1960904,Spinus lawrencei,spinuslawrencei,lawgol,0.034100000000000005,0.0102
489,233,Woodhouse's Scrub-Jay,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",1948407,Aphelocoma woodhouseii,aphelocomawoodhouseii,wooscj2,0.045,0.045
490,234,California Scrub-Jay,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",1940297,Aphelocoma californica,aphelocomacalifornica,cowscj1,0.0457,0.0457
491,235,Hutton's Vireo,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",1892097,Vireo huttoni,vireohuttoni,hutvir,0.0155,0.0155
492,236,Orange-billed Nightingale-Thrush,Passeriformes,Turdidae (Thrushes and Allies),1882602,Catharus aurantiirostris,catharusaurantiirostris,obnthr1,0,0
493,11,Red-headed Woodpecker,Piciformes,Picidae (Woodpeckers),1815209,Melanerpes erythrocephalus,melanerpeserythrocephalus,rehwoo,0.3913,0.1215
494,49,Masked Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",1800137,Nomonyx dominicus,nomonyxdominicus,masduc,0,0
495,8,Long-eared Owl,Strigiformes,Strigidae (Owls),1797542,Asio otus,asiootus,loeowl,0.0031999999999999997,5e-4
496,12,Red-breasted Sapsucker,Piciformes,Picidae (Woodpeckers),1792429,Sphyrapicus ruber,sphyrapicusruber,rebsap,0.031400000000000004,0.0118
497,16,Eastern Whip-poor-will,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),1767806,Antrostomus vociferus,antrostomusvociferus,easwpw1,0.0563,0.0317
498,4,Mangrove Cuckoo,Cuculiformes,Cuculidae (Cuckoos),1758807,Coccyzus minor,coccyzusminor,mancuc,0,0
499,12,Ruffed Grouse,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",1755721,Bonasa umbellus,bonasaumbellus,rufgro,0.0569,0.0569
500,15,White-tailed Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",1753032,Geranoaetus albicaudatus,geranoaetusalbicaudatus,whthaw,0.0024,0.0024
501,237,Pygmy Nuthatch,Passeriformes,Sittidae (Nuthatches),1751996,Sitta pygmaea,sittapygmaea,pygnut,0.0354,0.0354
502,238,Cassin's Kingbird,Passeriformes,Tyrannidae (Tyrant Flycatchers),1725616,Tyrannus vociferans,tyrannusvociferans,caskin,0.0616,0.0322
503,16,Northern Goshawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",1712821,Accipiter gentilis,accipitergentilis,norgos,0.027299999999999998,0.0021
504,17,Common Black Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",1703763,Buteogallus anthracinus,buteogallusanthracinus,comblh1,0.0014000000000000002,8e-4
505,239,Sage Thrasher,Passeriformes,Mimidae (Mockingbirds and Thrashers),1680548,Oreoscoptes montanus,oreoscoptesmontanus,sagthr,0.0941,0.0326
506,13,American Three-toed Woodpecker,Piciformes,Picidae (Woodpeckers),1678680,Picoides dorsalis,picoidesdorsalis,attwoo1,0.0109,0.0109
507,240,Canyon Wren,Passeriformes,Troglodytidae (Wrens),1659606,Catherpes mexicanus,catherpesmexicanus,canwre,0.024,0.024
508,241,Altamira Oriole,Passeriformes,Icteridae (Troupials and Allies),1644410,Icterus gularis,icterusgularis,altori,0,0
509,242,Tricolored Blackbird,Passeriformes,Icteridae (Troupials and Allies),1638584,Agelaius tricolor,agelaiustricolor,tribla,0.0526,0.0526
510,243,Mexican Jay,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",1625230,Aphelocoma wollweberi,aphelocomawollweberi,mexjay4,0.0056,0.0056
511,244,Rufous-crowned Sparrow,Passeriformes,Passerellidae (New World Sparrows),1607966,Aimophila ruficeps,aimophilaruficeps,rucspa,0.0206,0.0206
512,245,Green Jay,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",1599865,Cyanocorax yncas,cyanocoraxyncas,grnjay,0.0132,0.0132
513,14,Ladder-backed Woodpecker,Piciformes,Picidae (Woodpeckers),1563825,Dryobates scalaris,dryobatesscalaris,labwoo,0.0551,0.0551
514,7,Clark's Grebe,Podicipediformes,Podicipedidae (Grebes),1561115,Aechmophorus clarkii,aechmophorusclarkii,clagre,0.0073,0.0025
515,246,Thick-billed Kingbird,Passeriformes,Tyrannidae (Tyrant Flycatchers),1542747,Tyrannus crassirostris,tyrannuscrassirostris,thbkin,0,0
516,17,Antillean Nighthawk,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),1529421,Chordeiles gundlachii,chordeilesgundlachii,antnig,0,0
517,247,Blue-winged Warbler,Passeriformes,Parulidae (New World Warblers),1528031,Vermivora cyanoptera,vermivoracyanoptera,buwwar,0.0382,0.0137
518,18,Short-tailed Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",1520986,Buteo brachyurus,buteobrachyurus,shthaw,4e-4,4e-4
519,15,Gilded Flicker,Piciformes,Picidae (Woodpeckers),1500251,Colaptes chrysoides,colapteschrysoides,gilfli,0.0046,0.0046
520,248,Louisiana Waterthrush,Passeriformes,Parulidae (New World Warblers),1496916,Parkesia motacilla,parkesiamotacilla,louwat,0.0775,0.0357
521,249,Verdin,Passeriformes,Remizidae (Penduline-Tits),1472401,Auriparus flaviceps,auriparusflaviceps,verdin,0.0699,0.0699
522,1,Elegant Trogon,Trogoniformes,Trogonidae (Trogons),1449734,Trogon elegans,trogonelegans,eletro,1e-4,1e-4
523,250,Cassin's Finch,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",1444893,Haemorhous cassinii,haemorhouscassinii,casfin,0.17359999999999998,0.0608
524,251,Phainopepla,Passeriformes,Ptiliogonatidae (Silky-flycatchers),1434999,Phainopepla nitens,phainopeplanitens,phaino,0.0388,0.0388
525,9,Clapper Rail,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",1434067,Rallus crepitans,ralluscrepitans,clarai11,0.0074,0.002
526,252,Hooded Oriole,Passeriformes,Icteridae (Troupials and Allies),1401016,Icterus cucullatus,icteruscucullatus,hooori,0.0182,0.0105
527,253,Fish Crow,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",1366656,Corvus ossifragus,corvusossifragus,fiscro,0.465,0.0752
528,10,Virginia Rail,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",1311282,Rallus limicola,ralluslimicola,virrai,0.0197,0.0069
529,16,Black-backed Woodpecker,Piciformes,Picidae (Woodpeckers),1297213,Picoides arcticus,picoidesarcticus,bkbwoo,0.0034,0.0034
530,19,Sharp-shinned Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",1282643,Accipiter striatus,accipiterstriatus,shshaw,0.1181,0.0049
531,20,Mississippi Kite,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",1246978,Ictinia mississippiensis,ictiniamississippiensis,miskit,0.1121,0.0589
532,18,Rivoli's Hummingbird,Caprimulgiformes,Trochilidae (Hummingbirds),1235568,Eugenes fulgens,eugenesfulgens,maghum1,1e-4,1e-4
